IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.86.12,1,1,0.00,233.33,0.00
104.25.250.132,1,1,0.00,233.34,0.00
172.65.156.115,1,1,0.00,233.34,0.00
104.24.47.130,1,1,0.00,233.36,0.00
104.24.52.181,1,1,0.00,233.40,0.00
104.25.80.206,1,1,0.00,233.40,0.00
104.25.154.217,1,1,0.00,233.42,0.00
172.67.56.176,1,1,0.00,233.43,0.00
172.65.123.170,1,1,0.00,233.43,0.00
104.25.253.21,1,1,0.00,233.49,0.00
172.67.26.191,1,1,0.00,233.50,0.00
104.21.200.101,1,1,0.00,233.52,0.00
104.22.73.36,1,1,0.00,233.52,0.00
172.66.207.164,1,1,0.00,233.53,0.00
104.20.115.168,1,1,0.00,233.55,0.00
104.24.94.236,1,1,0.00,233.56,0.00
104.21.195.195,1,1,0.00,233.57,0.00
172.67.34.28,1,1,0.00,233.60,0.00
104.25.2.167,1,1,0.00,233.65,0.00
104.25.94.221,1,1,0.00,233.68,0.00
172.67.75.19,1,1,0.00,233.69,0.00
172.66.141.189,1,1,0.00,233.72,0.00
104.24.214.184,1,1,0.00,233.75,0.00
104.25.244.57,1,1,0.00,233.75,0.00
104.27.66.225,1,1,0.00,233.76,0.00
104.25.66.182,1,1,0.00,233.76,0.00
172.67.201.170,1,1,0.00,233.77,0.00
104.20.51.22,1,1,0.00,233.78,0.00
104.24.20.79,1,1,0.00,233.80,0.00
104.27.26.107,1,1,0.00,233.81,0.00
172.65.75.12,1,1,0.00,233.81,0.00
104.24.188.171,1,1,0.00,233.83,0.00
172.67.96.115,1,1,0.00,233.84,0.00
104.20.239.138,1,1,0.00,233.84,0.00
104.24.145.200,1,1,0.00,233.88,0.00
104.25.201.84,1,1,0.00,233.88,0.00
104.22.33.239,1,1,0.00,233.90,0.00
104.24.30.181,1,1,0.00,233.92,0.00
104.27.79.75,1,1,0.00,233.94,0.00
104.26.3.101,1,1,0.00,233.94,0.00
172.66.131.204,1,1,0.00,234.00,0.00
172.67.109.196,1,1,0.00,234.01,0.00
104.25.251.35,1,1,0.00,234.01,0.00
172.67.41.13,1,1,0.00,234.01,0.00
104.25.230.228,1,1,0.00,234.01,0.00
104.27.121.41,1,1,0.00,234.02,0.00
172.67.82.47,1,1,0.00,234.02,0.00
172.67.42.109,1,1,0.00,234.03,0.00
172.66.164.247,1,1,0.00,234.03,0.00
104.20.176.228,1,1,0.00,234.04,0.00
104.27.61.190,1,1,0.00,234.04,0.00
104.24.27.253,1,1,0.00,234.06,0.00
104.20.133.40,1,1,0.00,234.07,0.00
172.65.189.137,1,1,0.00,234.07,0.00
104.20.48.22,1,1,0.00,234.08,0.00
104.20.162.239,1,1,0.00,234.08,0.00
104.20.130.15,1,1,0.00,234.09,0.00
104.22.34.156,1,1,0.00,234.12,0.00
172.65.84.75,1,1,0.00,234.14,0.00
172.67.17.206,1,1,0.00,234.16,0.00
104.27.45.56,1,1,0.00,234.17,0.00
104.20.93.201,1,1,0.00,234.18,0.00
104.24.13.68,1,1,0.00,234.20,0.00
104.25.193.173,1,1,0.00,234.20,0.00
104.20.188.88,1,1,0.00,234.22,0.00
104.25.239.92,1,1,0.00,234.24,0.00
104.22.74.78,1,1,0.00,234.25,0.00
104.20.12.187,1,1,0.00,234.25,0.00
104.20.84.150,1,1,0.00,234.26,0.00
104.27.122.62,1,1,0.00,234.27,0.00
104.27.116.238,1,1,0.00,234.28,0.00
172.65.179.49,1,1,0.00,234.28,0.00
104.25.233.18,1,1,0.00,234.39,0.00
104.22.44.247,1,1,0.00,234.42,0.00
104.27.85.223,1,1,0.00,234.44,0.00
104.20.75.74,1,1,0.00,234.48,0.00
172.66.168.245,1,1,0.00,234.50,0.00
104.24.225.18,1,1,0.00,234.50,0.00
104.23.133.1,1,1,0.00,234.52,0.00
104.24.247.140,1,1,0.00,234.52,0.00
104.20.43.117,1,1,0.00,234.57,0.00
104.25.108.25,1,1,0.00,234.59,0.00
104.27.95.185,1,1,0.00,234.59,0.00
172.67.45.177,1,1,0.00,234.60,0.00
104.27.17.220,1,1,0.00,234.62,0.00
104.27.105.135,1,1,0.00,234.62,0.00
104.20.54.152,1,1,0.00,234.63,0.00
104.20.17.47,1,1,0.00,234.68,0.00
172.66.217.21,1,1,0.00,234.69,0.00
104.20.16.67,1,1,0.00,234.70,0.00
104.22.49.192,1,1,0.00,234.70,0.00
104.27.92.153,1,1,0.00,234.72,0.00
172.67.46.229,1,1,0.00,234.75,0.00
104.20.255.120,1,1,0.00,234.77,0.00
104.25.10.2,1,1,0.00,234.77,0.00
104.24.191.184,1,1,0.00,234.77,0.00
104.25.36.43,1,1,0.00,234.79,0.00
172.65.147.66,1,1,0.00,234.80,0.00
104.24.3.250,1,1,0.00,234.81,0.00
104.27.20.86,1,1,0.00,234.83,0.00
172.65.173.0,1,1,0.00,234.84,0.00
104.24.181.240,1,1,0.00,234.90,0.00
172.66.136.8,1,1,0.00,234.90,0.00
104.25.134.52,1,1,0.00,234.91,0.00
172.65.97.2,1,1,0.00,234.92,0.00
172.67.115.6,1,1,0.00,234.94,0.00
104.27.65.160,1,1,0.00,234.99,0.00
104.20.150.26,1,1,0.00,235.00,0.00
104.25.63.206,1,1,0.00,235.02,0.00
104.20.38.199,1,1,0.00,235.03,0.00
104.25.34.173,1,1,0.00,235.05,0.00
104.20.72.130,1,1,0.00,235.06,0.00
172.67.102.135,1,1,0.00,235.09,0.00
104.23.109.181,1,1,0.00,235.12,0.00
104.24.42.82,1,1,0.00,235.13,0.00
172.66.130.243,1,1,0.00,235.20,0.00
104.24.65.138,1,1,0.00,235.20,0.00
172.67.93.32,1,1,0.00,235.24,0.00
172.67.58.84,1,1,0.00,235.25,0.00
104.23.134.117,1,1,0.00,235.25,0.00
104.20.183.45,1,1,0.00,235.28,0.00
104.24.66.234,1,1,0.00,235.32,0.00
104.24.19.62,1,1,0.00,235.32,0.00
172.66.209.15,1,1,0.00,235.33,0.00
104.20.104.138,1,1,0.00,235.34,0.00
104.24.202.208,1,1,0.00,235.37,0.00
104.24.224.94,1,1,0.00,235.39,0.00
104.24.17.144,1,1,0.00,235.41,0.00
104.27.42.178,1,1,0.00,235.45,0.00
104.25.143.45,1,1,0.00,235.46,0.00
104.20.201.135,1,1,0.00,235.47,0.00
172.67.95.150,1,1,0.00,235.49,0.00
104.20.69.154,1,1,0.00,235.49,0.00
104.23.135.185,1,1,0.00,235.50,0.00
104.25.135.31,1,1,0.00,235.54,0.00
172.65.94.63,1,1,0.00,235.56,0.00
172.67.57.192,1,1,0.00,235.57,0.00
172.65.117.30,1,1,0.00,235.59,0.00
104.24.78.146,1,1,0.00,235.59,0.00
104.25.16.141,1,1,0.00,235.62,0.00
172.65.141.195,1,1,0.00,235.63,0.00
172.67.53.218,1,1,0.00,235.65,0.00
172.67.76.120,1,1,0.00,235.67,0.00
172.65.186.83,1,1,0.00,235.67,0.00
104.20.13.29,1,1,0.00,235.68,0.00
104.20.205.91,1,1,0.00,235.69,0.00
104.27.102.226,1,1,0.00,235.69,0.00
104.22.77.95,1,1,0.00,235.69,0.00
172.65.145.205,1,1,0.00,235.70,0.00
104.27.101.192,1,1,0.00,235.70,0.00
104.24.166.195,1,1,0.00,235.71,0.00
104.23.119.75,1,1,0.00,235.72,0.00
104.25.147.225,1,1,0.00,235.73,0.00
172.66.174.77,1,1,0.00,235.74,0.00
104.27.62.182,1,1,0.00,235.74,0.00
104.20.114.202,1,1,0.00,235.75,0.00
172.67.86.193,1,1,0.00,235.79,0.00
104.25.174.80,1,1,0.00,235.80,0.00
104.25.178.245,1,1,0.00,235.81,0.00
104.24.222.232,1,1,0.00,235.81,0.00
104.27.38.246,1,1,0.00,235.82,0.00
104.25.72.210,1,1,0.00,235.83,0.00
104.24.138.129,1,1,0.00,235.83,0.00
104.27.202.237,1,1,0.00,235.83,0.00
104.23.113.14,1,1,0.00,235.83,0.00
104.24.51.195,1,1,0.00,235.86,0.00
104.22.12.99,1,1,0.00,235.86,0.00
104.20.186.228,1,1,0.00,235.87,0.00
104.23.138.5,1,1,0.00,235.87,0.00
104.25.75.56,1,1,0.00,235.89,0.00
104.20.190.209,1,1,0.00,235.92,0.00
104.25.187.90,1,1,0.00,235.93,0.00
104.24.228.226,1,1,0.00,235.94,0.00
104.24.201.225,1,1,0.00,235.97,0.00
104.24.249.164,1,1,0.00,235.98,0.00
104.25.152.48,1,1,0.00,235.99,0.00
104.25.60.138,1,1,0.00,235.99,0.00
104.23.126.218,1,1,0.00,236.00,0.00
104.25.148.203,1,1,0.00,236.00,0.00
104.26.0.6,1,1,0.00,236.03,0.00
104.27.69.167,1,1,0.00,236.04,0.00
104.24.154.120,1,1,0.00,236.05,0.00
104.22.47.131,1,1,0.00,236.06,0.00
104.24.82.185,1,1,0.00,236.06,0.00
172.66.194.54,1,1,0.00,236.06,0.00
172.65.126.194,1,1,0.00,236.06,0.00
172.65.69.82,1,1,0.00,236.07,0.00
104.24.28.46,1,1,0.00,236.08,0.00
104.23.142.238,1,1,0.00,236.08,0.00
104.20.197.104,1,1,0.00,236.10,0.00
104.25.113.180,1,1,0.00,236.13,0.00
172.65.52.140,1,1,0.00,236.15,0.00
172.67.104.6,1,1,0.00,236.17,0.00
104.23.125.132,1,1,0.00,236.18,0.00
104.27.192.146,1,1,0.00,236.22,0.00
172.65.20.108,1,1,0.00,236.22,0.00
104.24.10.16,1,1,0.00,236.23,0.00
104.20.160.227,1,1,0.00,236.24,0.00
104.20.153.53,1,1,0.00,236.26,0.00
104.27.58.240,1,1,0.00,236.29,0.00
104.27.8.208,1,1,0.00,236.29,0.00
104.27.15.248,1,1,0.00,236.29,0.00
104.20.169.45,1,1,0.00,236.32,0.00
172.65.161.47,1,1,0.00,236.34,0.00
172.65.124.117,1,1,0.00,236.36,0.00
104.27.40.247,1,1,0.00,236.36,0.00
104.25.90.234,1,1,0.00,236.37,0.00
172.67.105.154,1,1,0.00,236.39,0.00
172.67.47.245,1,1,0.00,236.40,0.00
172.67.235.129,1,1,0.00,236.41,0.00
172.66.134.158,1,1,0.00,236.44,0.00
104.27.120.186,1,1,0.00,236.45,0.00
104.20.131.47,1,1,0.00,236.46,0.00
104.26.1.112,1,1,0.00,236.46,0.00
104.20.192.173,1,1,0.00,236.46,0.00
104.24.60.145,1,1,0.00,236.47,0.00
104.27.21.245,1,1,0.00,236.48,0.00
172.67.225.229,1,1,0.00,236.49,0.00
172.66.149.170,1,1,0.00,236.49,0.00
104.24.150.84,1,1,0.00,236.50,0.00
104.27.22.141,1,1,0.00,236.51,0.00
104.27.119.36,1,1,0.00,236.51,0.00
104.25.198.198,1,1,0.00,236.53,0.00
104.27.113.225,1,1,0.00,236.53,0.00
104.23.107.72,1,1,0.00,236.53,0.00
172.65.146.25,1,1,0.00,236.53,0.00
104.25.64.221,1,1,0.00,236.54,0.00
104.24.168.67,1,1,0.00,236.54,0.00
104.20.92.9,1,1,0.00,236.54,0.00
104.25.42.7,1,1,0.00,236.55,0.00
104.24.236.40,1,1,0.00,236.55,0.00
172.65.174.20,1,1,0.00,236.57,0.00
104.20.167.100,1,1,0.00,236.57,0.00
104.23.97.151,1,1,0.00,236.58,0.00
104.24.64.191,1,1,0.00,236.58,0.00
104.22.58.86,1,1,0.00,236.58,0.00
104.24.151.219,1,1,0.00,236.60,0.00
172.65.58.169,1,1,0.00,236.63,0.00
104.25.69.115,1,1,0.00,236.64,0.00
172.67.143.65,1,1,0.00,236.66,0.00
172.65.26.220,1,1,0.00,236.67,0.00
104.22.53.144,1,1,0.00,236.72,0.00
104.24.91.58,1,1,0.00,236.73,0.00
104.24.67.15,1,1,0.00,236.76,0.00
104.22.67.77,1,1,0.00,236.77,0.00
104.24.61.36,1,1,0.00,236.83,0.00
172.67.91.92,1,1,0.00,236.83,0.00
104.27.57.231,1,1,0.00,236.83,0.00
172.65.56.33,1,1,0.00,236.83,0.00
172.67.233.79,1,1,0.00,236.83,0.00
172.67.237.245,1,1,0.00,236.86,0.00
104.24.50.102,1,1,0.00,236.87,0.00
172.65.73.204,1,1,0.00,236.87,0.00
104.24.253.157,1,1,0.00,236.88,0.00
104.27.196.25,1,1,0.00,236.89,0.00
172.65.44.89,1,1,0.00,236.89,0.00
104.27.88.159,1,1,0.00,236.91,0.00
172.67.246.204,1,1,0.00,236.92,0.00
104.24.68.36,1,1,0.00,236.92,0.00
104.24.186.43,1,1,0.00,236.92,0.00
104.21.80.20,1,1,0.00,236.92,0.00
104.20.66.252,1,1,0.00,236.94,0.00
104.20.117.239,1,1,0.00,236.95,0.00
172.66.215.244,1,1,0.00,236.95,0.00
172.67.112.29,1,1,0.00,236.96,0.00
172.67.97.36,1,1,0.00,237.02,0.00
172.65.51.65,1,1,0.00,237.03,0.00
172.67.188.5,1,1,0.00,237.03,0.00
104.22.41.112,1,1,0.00,237.03,0.00
104.20.139.44,1,1,0.00,237.05,0.00
104.27.195.238,1,1,0.00,237.06,0.00
172.67.69.146,1,1,0.00,237.06,0.00
104.25.208.199,1,1,0.00,237.07,0.00
172.67.194.22,1,1,0.00,237.07,0.00
172.65.19.24,1,1,0.00,237.08,0.00
104.24.231.92,1,1,0.00,237.09,0.00
172.67.212.102,1,1,0.00,237.11,0.00
104.25.87.114,1,1,0.00,237.13,0.00
104.25.157.166,1,1,0.00,237.13,0.00
104.24.87.127,1,1,0.00,237.13,0.00
104.24.26.131,1,1,0.00,237.14,0.00
104.27.1.135,1,1,0.00,237.15,0.00
104.25.243.167,1,1,0.00,237.15,0.00
172.67.232.13,1,1,0.00,237.17,0.00
172.66.196.117,1,1,0.00,237.17,0.00
104.24.16.38,1,1,0.00,237.17,0.00
104.27.36.213,1,1,0.00,237.17,0.00
172.67.230.245,1,1,0.00,237.18,0.00
104.20.177.120,1,1,0.00,237.22,0.00
172.67.190.58,1,1,0.00,237.22,0.00
172.66.195.199,1,1,0.00,237.22,0.00
104.21.104.95,1,1,0.00,237.22,0.00
104.20.191.204,1,1,0.00,237.22,0.00
104.22.78.21,1,1,0.00,237.24,0.00
104.27.59.235,1,1,0.00,237.25,0.00
172.67.40.32,1,1,0.00,237.26,0.00
104.25.167.136,1,1,0.00,237.27,0.00
104.24.158.227,1,1,0.00,237.29,0.00
104.27.32.15,1,1,0.00,237.30,0.00
172.67.100.130,1,1,0.00,237.32,0.00
172.66.205.250,1,1,0.00,237.33,0.00
104.25.245.82,1,1,0.00,237.33,0.00
104.22.5.124,1,1,0.00,237.33,0.00
172.65.68.62,1,1,0.00,237.36,0.00
104.24.187.165,1,1,0.00,237.37,0.00
104.25.254.45,1,1,0.00,237.37,0.00
104.20.148.43,1,1,0.00,237.37,0.00
104.24.24.32,1,1,0.00,237.38,0.00
104.27.114.14,1,1,0.00,237.38,0.00
172.65.53.202,1,1,0.00,237.39,0.00
172.67.168.217,1,1,0.00,237.40,0.00
172.65.60.74,1,1,0.00,237.42,0.00
104.24.35.113,1,1,0.00,237.44,0.00
104.20.53.199,1,1,0.00,237.44,0.00
172.67.243.162,1,1,0.00,237.46,0.00
104.21.99.74,1,1,0.00,237.49,0.00
104.24.160.29,1,1,0.00,237.51,0.00
104.23.120.156,1,1,0.00,237.51,0.00
104.25.15.138,1,1,0.00,237.51,0.00
141.101.113.249,1,1,0.00,237.52,0.00
104.25.22.34,1,1,0.00,237.57,0.00
104.25.38.61,1,1,0.00,237.58,0.00
172.67.111.216,1,1,0.00,237.58,0.00
172.65.78.240,1,1,0.00,237.60,0.00
104.23.123.19,1,1,0.00,237.61,0.00
104.25.179.25,1,1,0.00,237.62,0.00
104.23.116.169,1,1,0.00,237.63,0.00
172.65.32.132,1,1,0.00,237.63,0.00
172.67.242.37,1,1,0.00,237.64,0.00
172.65.39.136,1,1,0.00,237.64,0.00
172.65.37.155,1,1,0.00,237.65,0.00
172.66.167.182,1,1,0.00,237.67,0.00
104.21.95.248,1,1,0.00,237.67,0.00
172.67.179.234,1,1,0.00,237.68,0.00
104.20.198.62,1,1,0.00,237.69,0.00
172.65.151.72,1,1,0.00,237.69,0.00
172.67.108.249,1,1,0.00,237.71,0.00
172.67.146.29,1,1,0.00,237.71,0.00
104.25.166.29,1,1,0.00,237.71,0.00
104.25.47.243,1,1,0.00,237.73,0.00
104.25.202.99,1,1,0.00,237.74,0.00
172.67.81.75,1,1,0.00,237.75,0.00
172.67.203.89,1,1,0.00,237.75,0.00
104.25.84.74,1,1,0.00,237.76,0.00
172.64.78.93,1,1,0.00,237.76,0.00
104.24.220.114,1,1,0.00,237.77,0.00
104.20.140.39,1,1,0.00,237.77,0.00
172.66.154.130,1,1,0.00,237.79,0.00
104.24.14.244,1,1,0.00,237.80,0.00
104.25.175.75,1,1,0.00,237.80,0.00
172.65.15.58,1,1,0.00,237.85,0.00
104.21.85.219,1,1,0.00,237.86,0.00
104.21.117.231,1,1,0.00,237.87,0.00
104.21.32.172,1,1,0.00,237.87,0.00
104.24.11.192,1,1,0.00,237.87,0.00
172.67.247.216,1,1,0.00,237.88,0.00
172.67.167.175,1,1,0.00,237.89,0.00
104.24.40.68,1,1,0.00,237.90,0.00
104.20.91.3,1,1,0.00,237.90,0.00
172.65.112.254,1,1,0.00,237.90,0.00
104.27.44.185,1,1,0.00,237.91,0.00
172.65.185.97,1,1,0.00,237.92,0.00
172.65.9.18,1,1,0.00,237.92,0.00
104.20.219.95,1,1,0.00,237.92,0.00
104.27.82.126,1,1,0.00,237.92,0.00
104.21.77.3,1,1,0.00,237.93,0.00
104.22.32.52,1,1,0.00,237.93,0.00
104.21.51.163,1,1,0.00,237.93,0.00
104.21.47.144,1,1,0.00,237.94,0.00
172.66.199.219,1,1,0.00,237.94,0.00
172.66.156.165,1,1,0.00,237.95,0.00
104.21.73.86,1,1,0.00,237.96,0.00
104.27.112.222,1,1,0.00,237.97,0.00
172.65.136.176,1,1,0.00,237.97,0.00
104.21.46.185,1,1,0.00,237.98,0.00
104.25.204.91,1,1,0.00,237.98,0.00
104.26.6.252,1,1,0.00,237.98,0.00
104.22.36.221,1,1,0.00,237.99,0.00
104.27.4.111,1,1,0.00,238.00,0.00
104.25.232.178,1,1,0.00,238.01,0.00
104.24.193.155,1,1,0.00,238.01,0.00
104.25.165.254,1,1,0.00,238.03,0.00
104.22.66.21,1,1,0.00,238.05,0.00
172.67.77.68,1,1,0.00,238.05,0.00
172.67.244.131,1,1,0.00,238.07,0.00
172.67.8.148,1,1,0.00,238.07,0.00
172.65.155.208,1,1,0.00,238.08,0.00
172.65.165.59,1,1,0.00,238.08,0.00
104.25.37.172,1,1,0.00,238.10,0.00
104.20.137.153,1,1,0.00,238.12,0.00
104.23.117.43,1,1,0.00,238.12,0.00
104.22.11.80,1,1,0.00,238.12,0.00
104.24.208.196,1,1,0.00,238.14,0.00
104.20.76.174,1,1,0.00,238.14,0.00
172.65.154.131,1,1,0.00,238.16,0.00
104.27.33.58,1,1,0.00,238.17,0.00
104.24.217.136,1,1,0.00,238.17,0.00
162.159.205.0,1,1,0.00,238.17,0.00
172.65.164.131,1,1,0.00,238.19,0.00
172.67.186.190,1,1,0.00,238.19,0.00
172.67.248.95,1,1,0.00,238.20,0.00
104.25.128.170,1,1,0.00,238.21,0.00
104.24.57.48,1,1,0.00,238.22,0.00
172.67.228.202,1,1,0.00,238.24,0.00
104.20.157.253,1,1,0.00,238.24,0.00
104.27.16.10,1,1,0.00,238.24,0.00
172.65.183.139,1,1,0.00,238.26,0.00
172.66.210.201,1,1,0.00,238.27,0.00
104.20.118.207,1,1,0.00,238.28,0.00
104.25.185.66,1,1,0.00,238.28,0.00
104.27.84.164,1,1,0.00,238.29,0.00
104.24.53.30,1,1,0.00,238.29,0.00
104.25.214.231,1,1,0.00,238.30,0.00
104.25.74.159,1,1,0.00,238.30,0.00
172.67.126.71,1,1,0.00,238.31,0.00
104.21.52.64,1,1,0.00,238.31,0.00
104.23.130.4,1,1,0.00,238.32,0.00
104.27.25.147,1,1,0.00,238.33,0.00
104.25.57.253,1,1,0.00,238.33,0.00
104.20.203.39,1,1,0.00,238.34,0.00
104.24.156.7,1,1,0.00,238.36,0.00
104.25.130.94,1,1,0.00,238.37,0.00
172.67.116.23,1,1,0.00,238.37,0.00
104.24.169.29,1,1,0.00,238.37,0.00
104.25.18.181,1,1,0.00,238.37,0.00
104.24.129.147,1,1,0.00,238.37,0.00
172.67.125.57,1,1,0.00,238.38,0.00
172.67.25.200,1,1,0.00,238.40,0.00
104.23.121.129,1,1,0.00,238.40,0.00
104.25.26.29,1,1,0.00,238.41,0.00
104.22.54.239,1,1,0.00,238.42,0.00
104.23.124.18,1,1,0.00,238.45,0.00
172.66.150.174,1,1,0.00,238.49,0.00
104.21.34.85,1,1,0.00,238.51,0.00
104.23.100.206,1,1,0.00,238.51,0.00
104.25.9.150,1,1,0.00,238.51,0.00
172.65.36.19,1,1,0.00,238.52,0.00
104.20.182.212,1,1,0.00,238.52,0.00
104.24.34.98,1,1,0.00,238.53,0.00
104.25.40.35,1,1,0.00,238.53,0.00
172.67.101.119,1,1,0.00,238.53,0.00
104.20.125.242,1,1,0.00,238.54,0.00
104.27.83.4,1,1,0.00,238.56,0.00
172.67.218.216,1,1,0.00,238.57,0.00
104.24.76.2,1,1,0.00,238.59,0.00
104.27.43.232,1,1,0.00,238.61,0.00
172.67.59.225,1,1,0.00,238.63,0.00
172.66.145.60,1,1,0.00,238.64,0.00
104.20.88.12,1,1,0.00,238.64,0.00
104.25.199.4,1,1,0.00,238.65,0.00
104.24.199.41,1,1,0.00,238.65,0.00
104.25.213.33,1,1,0.00,238.65,0.00
172.67.181.4,1,1,0.00,238.66,0.00
172.67.83.133,1,1,0.00,238.66,0.00
172.67.238.211,1,1,0.00,238.66,0.00
172.67.55.69,1,1,0.00,238.66,0.00
104.24.172.8,1,1,0.00,238.66,0.00
104.21.35.204,1,1,0.00,238.66,0.00
104.27.90.219,1,1,0.00,238.68,0.00
172.67.159.95,1,1,0.00,238.69,0.00
104.25.58.62,1,1,0.00,238.72,0.00
104.25.104.139,1,1,0.00,238.74,0.00
104.27.200.25,1,1,0.00,238.76,0.00
104.20.96.233,1,1,0.00,238.77,0.00
104.21.216.21,1,1,0.00,238.78,0.00
172.65.180.54,1,1,0.00,238.78,0.00
104.20.138.211,1,1,0.00,238.78,0.00
104.24.36.137,1,1,0.00,238.78,0.00
104.21.121.154,1,1,0.00,238.79,0.00
104.25.177.209,1,1,0.00,238.80,0.00
104.21.81.176,1,1,0.00,238.80,0.00
172.65.157.239,1,1,0.00,238.80,0.00
104.22.15.185,1,1,0.00,238.81,0.00
104.25.189.95,1,1,0.00,238.83,0.00
172.67.3.41,1,1,0.00,238.83,0.00
104.20.152.131,1,1,0.00,238.85,0.00
104.24.77.253,1,1,0.00,238.86,0.00
104.21.28.98,1,1,0.00,238.86,0.00
104.21.27.57,1,1,0.00,238.89,0.00
104.25.0.52,1,1,0.00,238.90,0.00
104.21.213.72,1,1,0.00,238.90,0.00
172.66.159.5,1,1,0.00,238.91,0.00
104.20.33.29,1,1,0.00,238.91,0.00
104.21.45.25,1,1,0.00,238.91,0.00
172.67.22.220,1,1,0.00,238.93,0.00
104.20.151.214,1,1,0.00,238.93,0.00
172.65.3.155,1,1,0.00,238.94,0.00
104.25.109.168,1,1,0.00,238.94,0.00
104.21.214.217,1,1,0.00,238.94,0.00
104.20.159.21,1,1,0.00,238.95,0.00
172.66.160.11,1,1,0.00,238.98,0.00
172.65.140.137,1,1,0.00,238.98,0.00
172.65.2.30,1,1,0.00,238.98,0.00
104.24.211.59,1,1,0.00,238.99,0.00
172.66.204.119,1,1,0.00,239.00,0.00
172.66.155.254,1,1,0.00,239.02,0.00
104.20.207.26,1,1,0.00,239.02,0.00
104.20.25.127,1,1,0.00,239.02,0.00
104.21.108.229,1,1,0.00,239.05,0.00
172.65.133.12,1,1,0.00,239.06,0.00
104.25.100.224,1,1,0.00,239.06,0.00
104.24.137.99,1,1,0.00,239.07,0.00
104.27.18.138,1,1,0.00,239.07,0.00
104.24.85.174,1,1,0.00,239.08,0.00
104.25.4.54,1,1,0.00,239.08,0.00
104.22.25.114,1,1,0.00,239.09,0.00
172.66.198.26,1,1,0.00,239.09,0.00
104.24.219.122,1,1,0.00,239.12,0.00
104.25.155.4,1,1,0.00,239.13,0.00
104.25.106.238,1,1,0.00,239.15,0.00
104.24.72.80,1,1,0.00,239.16,0.00
104.24.205.153,1,1,0.00,239.16,0.00
104.20.94.49,1,1,0.00,239.17,0.00
104.22.51.123,1,1,0.00,239.21,0.00
104.27.205.221,1,1,0.00,239.22,0.00
104.24.81.156,1,1,0.00,239.22,0.00
172.67.5.112,1,1,0.00,239.23,0.00
104.20.253.36,1,1,0.00,239.23,0.00
104.25.24.119,1,1,0.00,239.23,0.00
104.20.28.173,1,1,0.00,239.25,0.00
172.65.5.218,1,1,0.00,239.26,0.00
104.25.235.126,1,1,0.00,239.26,0.00
172.67.136.192,1,1,0.00,239.26,0.00
172.65.7.82,1,1,0.00,239.27,0.00
104.25.172.81,1,1,0.00,239.27,0.00
172.65.121.163,1,1,0.00,239.28,0.00
104.25.96.241,1,1,0.00,239.29,0.00
104.24.80.116,1,1,0.00,239.30,0.00
172.67.64.167,1,1,0.00,239.32,0.00
104.24.241.173,1,1,0.00,239.33,0.00
104.24.84.163,1,1,0.00,239.33,0.00
104.24.175.214,1,1,0.00,239.33,0.00
172.67.16.98,1,1,0.00,239.34,0.00
104.25.121.126,1,1,0.00,239.34,0.00
172.67.66.21,1,1,0.00,239.35,0.00
172.67.2.163,1,1,0.00,239.36,0.00
172.65.175.63,1,1,0.00,239.41,0.00
104.27.74.172,1,1,0.00,239.42,0.00
104.25.122.223,1,1,0.00,239.44,0.00
104.27.10.30,1,1,0.00,239.44,0.00
104.24.226.129,1,1,0.00,239.46,0.00
104.27.29.175,1,1,0.00,239.47,0.00
172.65.74.242,1,1,0.00,239.47,0.00
104.23.104.153,1,1,0.00,239.48,0.00
104.25.153.13,1,1,0.00,239.49,0.00
172.67.60.10,1,1,0.00,239.50,0.00
104.24.229.126,1,1,0.00,239.52,0.00
104.22.71.53,1,1,0.00,239.53,0.00
104.25.97.104,1,1,0.00,239.53,0.00
104.20.122.101,1,1,0.00,239.54,0.00
172.65.87.226,1,1,0.00,239.54,0.00
104.20.111.92,1,1,0.00,239.56,0.00
104.24.240.167,1,1,0.00,239.57,0.00
172.67.1.68,1,1,0.00,239.57,0.00
104.27.54.239,1,1,0.00,239.58,0.00
104.27.46.45,1,1,0.00,239.59,0.00
104.20.27.44,1,1,0.00,239.60,0.00
104.22.8.82,1,1,0.00,239.62,0.00
104.25.210.189,1,1,0.00,239.64,0.00
172.67.29.154,1,1,0.00,239.65,0.00
104.24.237.52,1,1,0.00,239.65,0.00
104.25.228.60,1,1,0.00,239.65,0.00
104.21.96.141,1,1,0.00,239.65,0.00
172.67.89.131,1,1,0.00,239.71,0.00
172.67.90.159,1,1,0.00,239.71,0.00
172.65.191.8,1,1,0.00,239.73,0.00
104.21.24.192,1,1,0.00,239.76,0.00
104.25.226.12,1,1,0.00,239.76,0.00
172.65.90.174,1,1,0.00,239.77,0.00
104.24.140.105,1,1,0.00,239.79,0.00
104.20.56.4,1,1,0.00,239.79,0.00
104.24.234.42,1,1,0.00,239.82,0.00
104.27.89.141,1,1,0.00,239.83,0.00
104.21.66.176,1,1,0.00,239.83,0.00
172.65.107.36,1,1,0.00,239.84,0.00
172.65.106.217,1,1,0.00,239.85,0.00
104.27.193.226,1,1,0.00,239.87,0.00
172.66.211.63,1,1,0.00,239.87,0.00
172.65.166.38,1,1,0.00,239.87,0.00
104.25.92.115,1,1,0.00,239.88,0.00
104.25.252.25,1,1,0.00,239.89,0.00
